customer_id,subscription_start,subscription_end,plan_type,plan_price
772,9/16/2023,,Standard,799
773,2/15/2023,,Basic,499
774,1/9/2023,,Premium,1199
775,12/25/2022,,Standard,799
776,3/14/2022,,Standard,799
777,5/22/2023,,Standard,799
778,3/28/2023,,Standard,799
779,12/11/2022,,Standard,799
780,2/24/2023,,Premium,1199
781,11/5/2022,,Basic,499
782,5/15/2022,,Standard,799
783,6/23/2023,,Standard,799
784,11/5/2022,4/20/2024,Premium,1199
785,9/14/2021,11/27/2022,Premium,1199
786,9/20/2022,,Premium,1199
787,8/26/2021,,Standard,799
788,9/19/2023,,Basic,499
789,7/8/2022,,Standard,799
790,6/3/2021,6/11/2022,Standard,799
791,4/11/2021,,Standard,799
792,2/19/2022,,Premium,1199
793,5/31/2022,,Basic,499
794,6/5/2021,8/16/2022,Premium,1199
795,2/22/2022,,Basic,499
796,6/4/2022,,Basic,499
797,5/2/2023,12/15/2023,Basic,499
798,3/12/2021,1/12/2022,Basic,499
799,4/4/2022,,Standard,799
800,5/5/2021,,Standard,799
801,1/12/2022,,Standard,799
802,12/6/2022,,Basic,499
803,3/23/2023,,Standard,799
804,9/19/2023,3/26/2025,Standard,799
805,9/7/2023,,Standard,799
806,2/19/2021,,Standard,799
807,4/8/2021,,Basic,499
808,7/29/2023,,Basic,499
809,4/13/2021,11/7/2021,Standard,799
810,4/1/2022,10/28/2023,Basic,499
811,6/10/2021,,Basic,499
812,4/23/2023,,Standard,799
813,3/5/2021,,Standard,799
814,4/14/2022,,Standard,799
815,3/13/2023,,Standard,799
816,9/12/2023,,Premium,1199
817,7/2/2021,,Basic,499
818,11/18/2022,,Premium,1199
819,1/18/2023,,Standard,799
820,8/23/2022,,Premium,1199
821,1/16/2021,,Basic,499
822,1/27/2022,,Standard,799
823,7/25/2022,,Standard,799
824,2/6/2023,,Basic,499
825,12/19/2022,9/21/2024,Basic,499
826,4/16/2023,,Basic,499
827,5/9/2021,,Premium,1199
828,7/25/2021,3/4/2022,Standard,799
829,7/1/2021,,Standard,799
830,10/22/2021,7/14/2022,Basic,499
831,11/23/2022,,Basic,499
832,10/27/2022,,Basic,499
833,2/12/2022,,Standard,799
834,7/12/2021,,Basic,499
835,10/8/2022,,Basic,499
836,3/5/2023,,Standard,799
837,5/4/2023,,Premium,1199
838,5/16/2022,,Standard,799
839,12/19/2022,,Basic,499
840,9/28/2022,11/17/2023,Premium,1199
841,11/14/2021,3/28/2023,Standard,799
842,3/20/2022,,Basic,499
843,9/17/2021,,Basic,499
844,5/16/2022,,Basic,499
845,11/1/2021,5/12/2022,Basic,499
846,1/14/2022,,Standard,799
847,3/8/2021,,Basic,499
848,7/20/2023,,Premium,1199
849,5/16/2022,,Basic,499
850,12/5/2021,,Premium,1199
851,6/30/2021,8/20/2022,Standard,799
852,4/9/2023,,Standard,799
853,12/28/2021,10/17/2022,Premium,1199
854,5/31/2023,2/8/2024,Premium,1199
855,1/6/2021,10/2/2021,Standard,799
856,11/4/2022,,Premium,1199
857,2/10/2022,,Standard,799
858,4/24/2021,,Standard,799
859,5/28/2023,1/28/2025,Basic,499
860,4/15/2022,,Standard,799
861,2/7/2022,12/4/2022,Basic,499
862,3/7/2023,,Basic,499
863,8/18/2022,11/28/2023,Premium,1199
864,8/23/2023,,Standard,799
865,3/4/2023,11/1/2023,Basic,499
866,6/14/2021,,Standard,799
867,7/15/2021,9/27/2022,Standard,799
868,8/7/2023,1/24/2025,Basic,499
869,8/16/2021,,Basic,499
870,5/11/2021,,Basic,499
871,6/1/2022,,Standard,799
872,5/13/2023,,Standard,799
873,9/8/2021,,Basic,499
874,2/12/2022,5/27/2023,Basic,499
875,7/16/2021,,Standard,799
876,1/13/2021,10/5/2022,Standard,799
877,9/23/2021,,Standard,799
878,1/1/2022,,Premium,1199
879,2/6/2022,,Basic,499
880,12/23/2021,2/1/2023,Standard,799
881,12/18/2021,4/30/2023,Premium,1199
882,8/3/2022,,Standard,799
883,5/28/2023,,Premium,1199
884,8/9/2021,,Standard,799
885,9/28/2021,,Standard,799
886,11/20/2022,,Basic,499
887,3/28/2021,,Standard,799
888,8/27/2021,,Premium,1199
889,7/5/2021,,Basic,499
890,12/17/2021,,Standard,799
891,6/27/2022,5/16/2023,Standard,799
892,5/17/2023,,Standard,799
893,8/12/2022,,Basic,499
894,3/3/2022,,Basic,499
895,5/23/2023,,Basic,499
896,10/9/2022,,Basic,499
897,4/22/2021,,Basic,499
898,3/23/2022,,Basic,499
899,5/18/2022,,Basic,499
900,9/18/2023,,Premium,1199
901,8/6/2021,,Standard,799
902,3/10/2023,,Premium,1199
903,11/21/2022,1/26/2024,Basic,499
904,6/25/2022,,Basic,499
905,5/17/2022,,Basic,499
906,8/16/2022,,Premium,1199
907,1/18/2022,,Basic,499
908,9/3/2022,,Standard,799
909,7/24/2021,3/3/2022,Premium,1199
910,7/31/2022,10/13/2023,Standard,799
911,6/27/2023,5/30/2024,Premium,1199
912,10/18/2022,10/18/2023,Standard,799
913,8/13/2021,,Basic,499
914,5/5/2023,3/8/2024,Premium,1199
915,10/10/2022,,Standard,799
916,5/4/2021,,Standard,799
917,7/18/2021,,Basic,499
918,8/5/2023,2/15/2025,Standard,799
919,8/13/2021,,Standard,799
920,1/30/2023,,Standard,799
921,7/17/2022,,Standard,799
922,7/28/2022,10/17/2023,Basic,499
923,5/26/2022,,Premium,1199
924,7/10/2022,,Standard,799
925,2/18/2021,,Standard,799
926,4/26/2022,,Standard,799
927,8/22/2022,,Premium,1199
928,3/6/2021,,Standard,799
929,1/14/2021,,Basic,499
930,12/2/2022,9/3/2024,Standard,799
931,12/26/2021,,Premium,1199
932,4/17/2023,,Basic,499
933,3/8/2023,,Basic,499
934,3/19/2022,,Standard,799
935,5/14/2023,,Basic,499
936,6/12/2023,,Standard,799
937,2/2/2023,6/8/2024,Standard,799
938,9/11/2022,3/16/2024,Standard,799
939,5/22/2023,,Standard,799
940,8/27/2023,,Basic,499
941,8/5/2021,2/4/2022,Basic,499
942,7/7/2022,,Premium,1199
943,4/27/2023,1/6/2025,Standard,799
944,1/9/2021,,Basic,499
945,6/17/2022,,Premium,1199
946,4/25/2022,,Standard,799
947,7/10/2021,,Basic,499
948,7/8/2023,,Standard,799
949,10/25/2022,,Standard,799
950,2/23/2021,,Basic,499
951,1/9/2022,,Standard,799
952,7/5/2022,6/20/2024,Basic,499
953,9/26/2021,,Basic,499
954,5/7/2022,,Premium,1199
955,2/19/2023,,Standard,799
956,7/11/2023,,Basic,499
957,4/14/2022,,Basic,499
958,1/12/2021,9/9/2021,Premium,1199
959,6/16/2021,2/17/2022,Premium,1199
960,5/6/2021,,Premium,1199
961,6/9/2022,4/11/2023,Standard,799
962,8/3/2021,,Standard,799
963,3/12/2022,,Standard,799
964,5/31/2023,3/31/2024,Premium,1199
965,9/24/2022,,Premium,1199
966,11/1/2021,,Basic,499
967,9/8/2021,,Basic,499
968,8/11/2023,7/25/2024,Basic,499
969,11/23/2021,,Premium,1199
970,5/18/2022,1/6/2024,Standard,799
971,5/6/2021,,Basic,499
972,7/25/2023,,Standard,799
973,1/4/2021,,Standard,799
974,11/18/2022,,Standard,799
975,3/25/2022,,Premium,1199
976,3/27/2023,,Premium,1199
977,5/4/2022,,Standard,799
978,2/7/2023,8/12/2024,Standard,799
979,11/12/2022,4/20/2024,Standard,799
980,6/9/2023,,Standard,799
981,1/29/2021,,Basic,499
982,7/25/2022,9/12/2023,Basic,499
983,6/7/2021,12/22/2021,Basic,499
984,9/26/2021,4/5/2023,Basic,499
985,11/22/2021,,Basic,499
986,9/17/2021,,Standard,799
987,7/24/2023,,Basic,499
988,2/10/2021,12/26/2021,Standard,799
989,1/23/2022,,Standard,799
990,6/16/2021,,Standard,799
991,11/29/2021,,Basic,499
992,11/15/2021,10/22/2023,Standard,799
993,10/26/2021,10/15/2023,Basic,499
994,3/6/2022,1/16/2023,Standard,799
995,2/6/2021,,Premium,1199
996,12/9/2021,,Basic,499
997,7/27/2022,7/5/2024,Premium,1199
998,3/21/2021,,Premium,1199
999,10/1/2022,,Standard,799
1000,3/12/2023,,Basic,499
1001,8/31/2021,,Basic,499
1002,4/9/2023,,Standard,799
1003,8/3/2021,,Basic,499
1004,6/22/2023,,Standard,799
1005,4/19/2023,,Premium,1199
1006,12/9/2021,,Basic,499
1007,1/27/2022,,Basic,499
1008,9/2/2023,6/10/2024,Basic,499
1009,12/10/2022,10/9/2023,Standard,799
1010,2/20/2021,7/22/2022,Standard,799
1011,10/4/2021,,Standard,799
1012,8/19/2021,,Standard,799
1013,6/23/2021,,Standard,799
1014,6/13/2022,,Premium,1199
1015,9/13/2023,,Standard,799
1016,3/10/2022,,Basic,499
1017,12/23/2022,4/14/2024,Standard,799
1018,1/25/2021,,Standard,799
1019,5/21/2021,,Basic,499
1020,8/13/2022,2/29/2024,Standard,799
1021,11/10/2022,,Standard,799
1022,6/16/2022,,Standard,799
1023,2/15/2022,11/20/2022,Premium,1199
1024,8/30/2022,,Premium,1199
1025,1/25/2022,,Basic,499
1026,7/25/2022,,Premium,1199
1027,2/1/2021,10/23/2022,Premium,1199
1028,4/15/2022,,Standard,799
1029,6/28/2022,,Standard,799
1030,1/28/2021,,Basic,499
1031,9/17/2023,,Premium,1199
1032,7/8/2021,,Basic,499
1033,10/20/2022,,Standard,799
1034,9/26/2022,,Basic,499
1035,12/3/2021,,Premium,1199
1036,9/12/2021,,Standard,799
1037,1/13/2021,,Premium,1199
1038,1/28/2021,,Basic,499
1039,6/15/2021,11/25/2022,Premium,1199
1040,6/28/2023,,Premium,1199
1041,9/8/2023,,Basic,499
1042,2/3/2021,,Premium,1199
1043,1/31/2021,,Standard,799
1044,8/7/2021,,Basic,499
1045,11/1/2021,,Basic,499
1046,8/2/2022,4/14/2024,Basic,499
1047,6/11/2021,12/31/2021,Premium,1199
1048,1/13/2022,3/13/2023,Standard,799
1049,1/24/2021,,Premium,1199
1050,6/17/2022,10/7/2023,Basic,499
1051,6/3/2022,1/14/2023,Basic,499
1052,10/3/2022,8/18/2023,Standard,799
1053,4/1/2022,,Premium,1199
1054,9/5/2023,,Basic,499
1055,5/24/2023,,Standard,799
1056,5/29/2022,4/7/2023,Standard,799
1057,7/10/2022,,Premium,1199
1058,10/31/2022,,Premium,1199
1059,2/9/2022,,Standard,799
1060,2/9/2023,,Basic,499
1061,9/17/2023,,Standard,799
1062,7/20/2022,6/12/2024,Basic,499
1063,8/1/2023,,Basic,499
1064,1/20/2023,,Standard,799
1065,11/20/2021,,Basic,499
1066,4/20/2023,2/28/2025,Premium,1199
1067,9/16/2023,,Standard,799
1068,1/21/2023,12/5/2024,Basic,499
1069,9/28/2022,4/24/2024,Premium,1199
1070,7/15/2023,,Standard,799
1071,6/10/2022,,Standard,799
1072,4/3/2021,,Standard,799
1073,11/16/2022,,Standard,799
1074,8/30/2021,,Basic,499
1075,7/28/2023,,Premium,1199
1076,12/10/2021,8/14/2023,Basic,499
1077,12/31/2022,,Premium,1199
1078,8/9/2023,12/16/2024,Standard,799
1079,10/7/2022,,Premium,1199
1080,4/6/2021,8/11/2022,Premium,1199
1081,8/1/2023,,Basic,499
1082,4/11/2023,,Basic,499
1083,2/12/2022,,Standard,799
1084,1/21/2022,,Basic,499
1085,2/16/2022,9/22/2022,Basic,499
1086,7/14/2022,,Standard,799
1087,7/17/2021,,Premium,1199
1088,9/22/2023,2/17/2025,Standard,799
1089,7/28/2022,,Standard,799
1090,3/16/2022,,Standard,799
1091,1/1/2021,,Standard,799
1092,12/26/2022,,Basic,499
1093,6/9/2021,,Standard,799
1094,6/30/2023,,Basic,499
1095,9/17/2022,6/1/2024,Basic,499
1096,4/9/2022,,Standard,799
1097,9/12/2023,5/15/2024,Standard,799
1098,3/11/2023,5/13/2024,Standard,799
1099,1/31/2023,6/23/2024,Premium,1199
1100,10/5/2022,,Standard,799
1101,5/23/2021,3/28/2022,Basic,499
1102,8/25/2023,,Premium,1199
1103,1/5/2023,7/14/2024,Basic,499
1104,5/12/2022,,Basic,499
1105,6/20/2021,,Standard,799
1106,1/19/2021,,Standard,799
1107,9/15/2021,,Premium,1199
1108,1/25/2023,9/20/2024,Standard,799
1109,1/18/2021,,Basic,499
1110,8/17/2023,,Standard,799
1111,1/4/2022,,Standard,799
1112,2/21/2023,,Standard,799
1113,3/8/2022,7/4/2023,Premium,1199
1114,10/2/2022,,Basic,499
1115,8/11/2021,2/14/2023,Standard,799
1116,5/16/2021,,Premium,1199
1117,2/6/2021,,Standard,799
1118,6/17/2023,1/4/2024,Standard,799
1119,5/28/2021,,Basic,499
1120,8/26/2021,3/22/2023,Standard,799
1121,2/15/2021,,Standard,799
1122,8/7/2022,,Standard,799
1123,7/17/2021,4/8/2023,Basic,499
1124,9/24/2022,,Premium,1199
1125,7/31/2023,,Basic,499
1126,2/6/2022,,Basic,499
1127,9/15/2023,,Standard,799
1128,2/3/2023,3/29/2024,Basic,499
1129,4/10/2023,10/30/2023,Basic,499
1130,12/30/2021,,Standard,799
1131,8/28/2021,1/1/2023,Basic,499
1132,12/11/2022,,Basic,499
1133,8/6/2021,,Basic,499
1134,11/1/2021,,Premium,1199
1135,7/1/2022,9/12/2023,Basic,499
1136,2/23/2021,,Basic,499
1137,6/23/2021,12/1/2022,Basic,499
1138,10/29/2022,,Standard,799
1139,2/1/2022,10/16/2023,Basic,499
1140,12/11/2022,,Basic,499
1141,4/16/2021,,Basic,499
1142,11/24/2021,,Standard,799
1143,7/17/2022,3/12/2023,Basic,499
1144,6/19/2023,2/8/2024,Standard,799
1145,8/20/2023,8/12/2024,Premium,1199
1146,10/9/2021,,Premium,1199
1147,1/31/2021,,Premium,1199
1148,4/25/2022,12/9/2022,Premium,1199
1149,1/15/2022,,Standard,799
1150,5/10/2022,,Standard,799
1151,5/27/2022,,Basic,499
1152,6/22/2022,,Standard,799
1153,5/8/2022,,Premium,1199
1154,7/15/2023,,Premium,1199
1155,5/24/2021,,Basic,499
1156,3/15/2022,6/14/2023,Basic,499
1157,8/13/2023,8/13/2024,Basic,499
1158,11/23/2022,,Basic,499
1159,7/1/2022,,Standard,799
1160,1/21/2023,10/3/2023,Standard,799
1161,4/10/2022,,Standard,799
1162,4/14/2023,,Standard,799
1163,3/7/2021,,Basic,499
1164,11/15/2021,12/27/2022,Premium,1199
1165,8/31/2023,6/1/2025,Standard,799
1166,6/14/2023,,Basic,499
1167,4/27/2022,12/19/2023,Premium,1199
1168,7/31/2022,,Basic,499
1169,4/12/2021,,Standard,799
1170,3/31/2021,,Basic,499
1171,2/8/2021,,Basic,499
1172,1/26/2023,,Basic,499
1173,10/17/2021,12/16/2022,Basic,499
1174,12/18/2022,,Standard,799
1175,4/7/2023,10/16/2024,Premium,1199
1176,9/24/2021,,Premium,1199
1177,11/4/2022,,Standard,799
1178,10/27/2022,,Basic,499
1179,4/2/2022,,Standard,799
1180,7/16/2022,,Basic,499
1181,2/26/2021,11/2/2022,Standard,799
1182,1/14/2023,,Basic,499
1183,6/5/2023,,Standard,799
1184,7/5/2022,,Standard,799
1185,6/19/2021,,Basic,499
1186,7/21/2023,,Basic,499
1187,9/26/2023,,Basic,499
1188,3/8/2022,7/6/2023,Basic,499
1189,1/2/2021,,Standard,799
1190,1/31/2021,10/20/2022,Premium,1199
1191,8/10/2023,,Standard,799
1192,8/24/2022,4/18/2024,Standard,799
1193,8/14/2022,,Standard,799
1194,4/26/2022,,Basic,499
1195,5/4/2022,,Premium,1199
1196,5/13/2022,,Standard,799
1197,12/3/2022,,Premium,1199
1198,12/12/2022,,Basic,499
1199,12/28/2021,,Premium,1199
1200,12/16/2022,,Basic,499
1201,4/11/2022,,Premium,1199
1202,10/16/2022,,Basic,499
1203,9/30/2021,,Standard,799
1204,1/29/2023,,Standard,799
1205,6/4/2022,,Basic,499
1206,9/9/2023,,Standard,799
1207,9/23/2021,,Basic,499
1208,3/4/2021,,Standard,799
1209,3/9/2022,9/11/2023,Basic,499
1210,1/21/2023,,Premium,1199
1211,2/7/2022,8/9/2022,Premium,1199
1212,3/28/2023,,Standard,799
1213,2/3/2023,,Basic,499
1214,5/19/2022,2/8/2024,Basic,499
1215,3/30/2021,1/12/2023,Standard,799
1216,9/1/2021,,Basic,499
1217,8/12/2023,,Standard,799
1218,11/3/2022,8/7/2024,Basic,499
1219,3/15/2021,9/26/2021,Premium,1199
1220,9/20/2022,,Standard,799
1221,2/17/2022,,Basic,499
1222,3/25/2023,8/4/2024,Basic,499
1223,5/8/2023,,Standard,799
1224,5/9/2023,12/4/2023,Basic,499
1225,8/14/2023,,Standard,799
1226,10/4/2022,,Standard,799
1227,5/28/2022,,Premium,1199
1228,8/17/2022,5/8/2024,Standard,799
1229,5/21/2022,,Standard,799
1230,12/10/2022,,Premium,1199
1231,8/15/2023,,Standard,799
1232,2/18/2021,,Standard,799
1233,12/8/2022,,Basic,499
1234,7/21/2023,4/28/2024,Standard,799
1235,10/25/2021,,Standard,799
1236,6/1/2023,2/7/2025,Basic,499
1237,7/5/2022,,Standard,799
1238,8/10/2023,,Standard,799
1239,5/14/2023,,Basic,499
1240,7/12/2021,,Basic,499
1241,6/7/2023,,Standard,799
1242,5/20/2023,,Standard,799
1243,4/22/2023,,Basic,499
1244,11/19/2021,,Standard,799
1245,5/12/2022,2/5/2023,Basic,499
1246,8/14/2023,,Standard,799
1247,9/11/2023,,Basic,499
1248,4/17/2021,,Premium,1199
1249,1/16/2021,,Standard,799
1250,5/29/2023,12/8/2023,Standard,799
1251,8/27/2023,,Premium,1199
1252,1/13/2023,,Standard,799
1253,11/24/2022,,Standard,799
1254,10/16/2022,,Premium,1199
1255,3/3/2022,,Standard,799
1256,7/1/2022,,Standard,799
1257,3/5/2022,,Standard,799
1258,7/4/2021,,Basic,499
1259,6/27/2022,,Premium,1199
1260,3/7/2023,8/7/2024,Premium,1199
1261,8/21/2022,2/13/2024,Basic,499
1262,4/12/2022,11/20/2023,Premium,1199
1263,6/5/2021,,Standard,799
1264,9/26/2022,,Standard,799
1265,9/11/2021,,Basic,499
1266,3/3/2022,,Premium,1199
1267,11/20/2022,6/23/2023,Standard,799
1268,3/15/2023,,Standard,799
1269,6/28/2022,,Basic,499
1270,12/1/2021,,Basic,499
1271,8/1/2021,3/4/2023,Standard,799
1272,1/29/2022,4/9/2023,Standard,799
1273,11/27/2022,8/25/2024,Standard,799
1274,1/27/2021,,Basic,499
1275,6/29/2023,,Standard,799
1276,4/5/2022,,Premium,1199
1277,7/19/2023,,Standard,799
1278,4/3/2021,,Basic,499
1279,2/26/2022,11/10/2023,Premium,1199
1280,6/17/2021,,Premium,1199
1281,9/8/2023,5/24/2024,Basic,499
1282,12/23/2022,,Premium,1199
1283,8/1/2023,,Basic,499
1284,5/4/2023,,Standard,799
1285,4/15/2023,11/5/2023,Standard,799
1286,12/22/2022,,Standard,799
1287,11/29/2022,8/4/2024,Premium,1199
1288,10/30/2021,,Basic,499
1289,9/6/2023,8/30/2024,Basic,499
1290,5/26/2022,4/19/2023,Basic,499
1291,1/27/2023,,Standard,799
1292,3/2/2023,,Standard,799
1293,4/19/2023,,Basic,499
1294,3/10/2022,7/6/2023,Standard,799
1295,1/5/2022,,Basic,499
1296,11/18/2022,,Premium,1199
1297,5/17/2022,10/17/2023,Standard,799
1298,3/13/2021,5/8/2022,Basic,499
1299,7/12/2022,,Basic,499
1300,6/24/2021,,Standard,799
1301,9/9/2021,9/9/2022,Basic,499
1302,1/6/2022,7/16/2023,Basic,499
1303,2/12/2023,,Standard,799
1304,1/17/2023,,Standard,799
1305,8/30/2023,,Standard,799
1306,5/16/2021,,Basic,499
1307,1/11/2022,,Standard,799
1308,8/19/2021,,Premium,1199
1309,3/26/2022,,Standard,799
1310,6/19/2022,6/21/2023,Standard,799
1311,6/3/2023,12/19/2024,Standard,799
1312,12/16/2021,8/31/2022,Standard,799
1313,8/12/2023,4/24/2024,Basic,499
1314,6/26/2023,,Basic,499
1315,3/19/2021,,Basic,499
1316,2/13/2023,,Basic,499
1317,1/11/2021,,Premium,1199
1318,12/30/2022,,Basic,499
1319,11/17/2021,,Basic,499
1320,7/14/2023,,Standard,799
1321,4/20/2022,,Standard,799
1322,2/11/2023,,Standard,799
1323,2/12/2021,,Basic,499
1324,7/22/2023,,Premium,1199
1325,12/4/2022,,Standard,799
1326,1/2/2022,,Basic,499
1327,3/24/2023,,Premium,1199
1328,3/25/2022,,Standard,799
1329,10/20/2021,,Basic,499
1330,8/8/2021,,Premium,1199
1331,7/21/2022,,Basic,499
1332,7/10/2023,,Premium,1199
1333,11/10/2021,2/13/2023,Standard,799
1334,9/22/2021,,Standard,799
1335,3/15/2022,,Basic,499
1336,2/7/2023,1/31/2024,Basic,499
1337,6/21/2021,5/27/2022,Basic,499
1338,9/13/2023,,Basic,499
1339,3/10/2023,,Basic,499
1340,4/28/2022,2/22/2024,Basic,499
1341,1/29/2023,,Basic,499
1342,5/4/2021,,Basic,499
1343,9/20/2023,,Basic,499
1344,9/12/2021,6/22/2023,Standard,799
1345,10/6/2022,,Premium,1199
1346,8/27/2022,4/27/2024,Basic,499
1347,8/30/2021,7/11/2022,Premium,1199
1348,4/7/2022,11/5/2023,Premium,1199
1349,3/20/2021,,Standard,799
1350,10/28/2021,,Standard,799
1351,3/27/2023,,Standard,799
1352,3/15/2023,,Basic,499
1353,6/19/2021,1/27/2023,Standard,799
1354,5/2/2022,11/28/2023,Standard,799
1355,10/17/2022,,Standard,799
1356,2/19/2023,10/29/2023,Standard,799
1357,3/2/2023,,Basic,499
1358,11/11/2021,,Basic,499
1359,9/5/2022,,Standard,799
1360,4/30/2023,,Premium,1199
1361,2/19/2023,,Premium,1199
1362,9/6/2023,,Basic,499
1363,5/6/2021,,Standard,799
1364,9/8/2021,7/17/2022,Premium,1199
1365,5/26/2022,,Basic,499
1366,6/15/2021,1/23/2023,Standard,799
1367,12/24/2021,9/1/2022,Premium,1199
1368,3/31/2022,,Basic,499
1369,9/4/2023,1/30/2025,Standard,799
1370,1/7/2022,11/12/2023,Standard,799
1371,1/16/2023,,Premium,1199
1372,3/20/2022,,Standard,799
1373,3/27/2021,,Standard,799
1374,3/11/2022,,Standard,799
1375,5/15/2022,,Standard,799
1376,7/2/2022,,Basic,499
1377,6/2/2021,,Basic,499
1378,11/19/2022,5/2/2024,Basic,499
1379,3/17/2021,,Basic,499
1380,2/25/2022,,Basic,499
1381,4/22/2022,,Basic,499
1382,7/28/2023,,Basic,499
1383,10/12/2021,,Basic,499
1384,9/8/2023,,Standard,799
1385,4/16/2021,,Basic,499
1386,9/3/2021,7/3/2023,Basic,499
1387,4/23/2021,,Standard,799
1388,3/11/2023,,Standard,799
1389,8/5/2021,9/18/2022,Basic,499
1390,12/3/2021,,Basic,499
1391,4/1/2022,11/11/2022,Standard,799
1392,1/26/2022,,Premium,1199
1393,2/23/2022,,Premium,1199
1394,1/17/2022,,Basic,499
1395,11/6/2021,,Basic,499
1396,7/22/2023,,Basic,499
1397,4/9/2023,,Basic,499
1398,11/10/2021,9/25/2022,Basic,499
1399,4/27/2022,,Premium,1199
1400,9/19/2021,,Basic,499
1401,1/6/2022,,Basic,499
1402,9/1/2022,,Premium,1199
1403,3/15/2022,8/22/2023,Standard,799
1404,9/20/2022,8/13/2023,Standard,799
1405,2/13/2021,12/29/2022,Basic,499
1406,12/12/2021,12/30/2022,Basic,499
1407,2/18/2022,,Basic,499
1408,11/1/2022,,Basic,499
1409,2/6/2022,,Premium,1199
1410,5/6/2022,,Standard,799
1411,1/6/2022,,Basic,499
1412,12/2/2021,,Basic,499
1413,8/28/2023,,Standard,799
1414,6/17/2021,,Standard,799
1415,5/8/2021,,Standard,799
1416,4/3/2023,3/7/2024,Premium,1199
1417,10/20/2022,11/10/2023,Basic,499
1418,6/9/2023,10/9/2024,Basic,499
1419,6/5/2022,2/21/2023,Basic,499
1420,1/7/2023,,Basic,499
1421,12/20/2022,,Premium,1199
1422,3/17/2023,,Premium,1199
1423,1/20/2023,,Standard,799
1424,3/24/2023,,Standard,799
1425,5/16/2023,,Premium,1199
1426,3/8/2022,10/24/2022,Basic,499
1427,8/21/2023,,Basic,499
1428,6/15/2021,,Basic,499
1429,1/15/2021,,Basic,499
1430,2/4/2023,,Standard,799
1431,12/10/2022,7/7/2023,Premium,1199
1432,4/10/2022,,Premium,1199
1433,8/23/2022,,Premium,1199
1434,8/2/2021,,Basic,499
1435,5/28/2022,8/25/2023,Basic,499
1436,11/26/2022,,Standard,799
1437,8/28/2023,12/29/2024,Standard,799
1438,8/9/2023,,Standard,799
1439,6/22/2023,,Premium,1199
1440,5/5/2022,,Standard,799
1441,1/25/2023,,Standard,799
1442,4/30/2022,,Standard,799
1443,7/28/2023,,Basic,499
1444,8/11/2021,,Basic,499
1445,12/26/2022,7/27/2023,Standard,799
1446,8/7/2022,6/7/2024,Basic,499
1447,6/17/2021,3/21/2022,Premium,1199
1448,10/20/2022,,Premium,1199
1449,3/9/2022,10/11/2022,Basic,499
1450,3/18/2022,,Standard,799
1451,3/3/2022,,Premium,1199
1452,6/4/2021,,Basic,499
1453,10/16/2022,10/5/2023,Standard,799
1454,6/20/2023,,Standard,799
1455,5/24/2021,,Basic,499
1456,4/29/2022,,Basic,499
1457,8/6/2021,9/15/2022,Standard,799
1458,5/17/2021,,Standard,799
1459,11/10/2022,,Standard,799
1460,7/26/2022,,Standard,799
1461,10/27/2021,,Basic,499
1462,3/1/2022,11/25/2023,Premium,1199
1463,10/19/2021,,Basic,499
1464,9/14/2021,4/12/2022,Basic,499
1465,4/29/2022,12/16/2022,Basic,499
1466,7/27/2023,,Premium,1199
1467,2/14/2022,3/5/2023,Standard,799
1468,1/16/2022,,Standard,799
